회원번호,가입일,첫구매일,최종구매일,누적구매횟수,평균주문금액,멤버쉽가입,신규멤버쉽가입,광고문자수신동의
1489716,2018-12-23,2018-12-26,2019-06-03,25,79303,N,N,Y
1489885,2018-12-23,2018-12-24,2019-06-17,50,46413,N,N,Y
1490513,2018-12-24,2018-12-24,2019-06-18,26,58409,N,N,Y
1491132,2018-12-24,2019-01-13,2019-06-14,21,64079,N,N,Y
1491386,2018-12-24,2019-01-04,2019-06-18,26,66245,N,N,Y
1491849,2018-12-24,2018-12-24,2019-06-05,26,73196,N,N,Y
1491888,2018-12-24,2018-12-30,2019-06-12,51,45161,N,Y,Y
1492724,2018-12-25,2018-12-25,2019-06-15,23,73998,N,N,Y
1492900,2018-12-25,2018-12-26,2019-05-31,17,86469,N,N,Y
1493011,2018-12-25,2018-12-25,2019-06-18,35,45971,N,N,Y
1493562,2018-12-25,2018-12-26,2019-06-16,40,57472,N,N,N
1493825,2018-12-25,2018-12-25,2019-06-17,15,146822,N,N,Y
1494076,2018-12-25,2018-12-25,2019-06-08,39,57298,N,N,N
1494301,2018-12-25,2018-12-25,2019-05-25,23,60464,N,N,N
1494406,2018-12-25,2018-12-25,2019-06-17,56,37697,N,Y,Y
1494770,2018-12-25,2018-12-25,2019-06-18,41,59355,N,N,Y
1494820,2018-12-25,2019-02-15,2019-06-16,27,51595,N,N,Y
1495420,2018-12-26,2019-04-17,2019-06-14,16,55732,N,N,Y
1495638,2018-12-26,2018-12-26,2019-06-14,29,86990,N,N,N
1496107,2018-12-26,2018-12-26,2019-06-03,24,94721,N,N,Y
1496138,2018-12-26,2018-12-26,2019-06-18,37,73118,N,N,Y
1496241,2018-12-26,2018-12-26,2019-06-14,24,99107,N,N,Y
1496295,2018-12-26,2019-03-21,2019-06-09,18,55394,N,N,Y
1497541,2018-12-26,2018-12-26,2019-06-17,26,76474,N,N,Y
1497648,2018-12-26,2018-12-26,2019-06-16,27,71340,N,N,Y
1497742,2018-12-26,2018-12-28,2019-06-17,23,67537,N,N,N
1497875,2018-12-26,2019-02-08,2019-06-17,40,35991,N,N,N
1499500,2018-12-27,2018-12-27,2019-06-16,38,48850,N,Y,N
1499991,2018-12-27,2018-12-27,2019-06-13,55,85094,N,N,Y
1500653,2018-12-27,2019-01-12,2019-06-12,12,71534,N,N,Y
1500699,2018-12-27,2018-12-27,2019-06-16,33,60801,N,N,Y
1500744,2018-12-27,2018-12-27,2019-06-18,24,63929,N,N,Y
1500836,2018-12-27,2018-12-30,2019-06-17,39,54535,N,N,N
1500987,2018-12-27,2018-12-28,2019-06-17,30,112966,N,N,Y
1501132,2018-12-27,2018-12-27,2019-06-09,20,53239,N,N,Y
1501308,2018-12-27,2018-12-27,2019-06-12,34,91959,N,N,Y
1501313,2018-12-27,2018-12-27,2019-06-04,23,48775,N,N,Y
1501368,2018-12-27,2018-12-27,2019-06-12,18,71904,N,N,Y
1501486,2018-12-27,2018-12-30,2019-06-10,29,49560,N,N,Y
1501500,2018-12-27,2018-12-27,2019-06-15,41,56091,N,N,Y
1502040,2018-12-27,2018-12-28,2019-06-14,20,76532,N,N,Y
1502144,2018-12-27,2018-12-28,2019-06-17,28,41737,N,N,N
1502180,2018-12-27,2018-12-27,2019-06-16,49,46127,N,N,N
1502201,2018-12-27,2019-02-08,2019-06-09,22,66450,N,N,N
1503485,2018-12-28,2018-12-28,2019-06-18,38,52349,N,N,Y
1503693,2018-12-28,2018-12-29,2019-06-18,35,70955,N,N,Y
1503958,2018-12-28,2019-01-10,2019-06-17,32,64014,N,N,N
1504215,2018-12-28,2018-12-30,2019-05-29,14,103896,N,N,N
1504684,2018-12-28,2018-12-28,2019-06-15,28,72220,N,N,N
1504771,2018-12-28,2018-12-28,2019-05-29,20,59360,N,N,Y
1504970,2018-12-28,2019-01-04,2019-05-31,13,84666,N,N,N
1505104,2018-12-28,2018-12-28,2019-06-03,9,74892,N,N,Y
1505216,2018-12-28,2018-12-28,2019-06-06,29,59356,N,N,Y
1505578,2018-12-28,2018-12-29,2019-06-15,13,131513,N,N,Y
1505637,2018-12-29,2018-12-29,2019-06-15,32,60435,N,N,N
1505645,2018-12-29,2018-12-29,2019-05-31,38,55571,N,N,Y
1505834,2018-12-29,2019-01-01,2019-06-18,35,53547,N,N,Y
1506259,2018-12-29,2019-05-07,2019-06-13,11,43811,N,N,Y
1506905,2018-12-29,2018-12-29,2019-06-03,17,84802,N,N,Y
1506919,2018-12-29,2018-12-29,2019-06-15,34,45870,N,N,N
1507375,2018-12-29,2018-12-29,2019-06-12,38,48765,N,N,N
1507984,2018-12-29,2018-12-29,2019-06-14,33,42477,N,Y,Y
1508018,2018-12-29,2018-12-31,2019-06-14,30,67764,N,N,Y
1508675,2018-12-30,2018-12-30,2019-06-07,35,52376,N,N,Y
1508789,2018-12-30,2018-12-30,2019-06-16,22,61905,N,N,Y
1509565,2018-12-30,2019-01-02,2019-06-17,16,68782,N,N,Y
1509662,2018-12-30,2018-12-30,2019-06-15,54,52101,N,N,N
1509698,2018-12-30,2019-05-01,2019-06-11,7,70764,N,N,Y
1509716,2018-12-30,2018-12-31,2019-06-18,27,61892,N,N,Y
1509876,2018-12-30,2018-12-31,2019-06-18,68,24532,N,Y,Y
1510544,2018-12-30,2018-12-30,2019-06-18,15,77886,N,N,Y
1510688,2018-12-30,2019-03-16,2019-06-15,29,58744,N,N,Y
1510840,2018-12-30,2018-12-30,2019-06-13,38,71986,N,N,N
1512435,2018-12-31,2019-01-02,2019-06-17,42,44577,N,N,Y
1512965,2018-12-31,2018-12-31,2019-06-18,34,53992,N,N,Y
1513066,2018-12-31,2019-01-03,2019-06-18,27,90689,N,N,N
1513363,2018-12-31,2019-01-02,2019-06-18,25,65744,N,N,N
1513663,2018-12-31,2019-01-01,2019-06-10,20,65544,N,N,Y
1513841,2018-12-31,2018-12-31,2019-06-13,32,52019,N,N,Y
1513865,2018-12-31,2018-12-31,2019-06-18,47,43917,N,N,Y
1514359,2018-12-31,2019-01-09,2019-06-14,27,47378,N,N,Y
1514453,2018-12-31,2019-01-03,2019-06-16,30,53250,N,N,Y
1514480,2018-12-31,2018-12-31,2019-06-17,30,59704,N,N,Y
1514513,2018-12-31,2019-01-01,2019-06-16,22,123787,N,N,Y
1515147,2019-01-01,2019-02-14,2019-05-29,15,162339,N,N,N
1515269,2019-01-01,2019-01-02,2019-06-18,80,34210,N,N,Y
1516562,2019-01-01,2019-01-01,2019-06-15,56,32316,N,Y,Y
1516753,2019-01-01,2019-01-01,2019-06-18,52,38000,N,Y,N
1517521,2019-01-01,2019-01-01,2019-06-17,26,101103,N,N,Y
1517840,2019-01-01,2019-01-02,2019-06-15,33,58677,N,N,Y
1518414,2019-01-02,2019-01-02,2019-06-17,31,93660,N,N,N
1518953,2019-01-02,2019-01-02,2019-06-12,30,83025,N,N,N
1519060,2019-01-02,2019-01-02,2019-06-17,55,52067,N,N,Y
1519420,2019-01-02,2019-01-02,2019-06-15,36,32566,N,Y,Y
1519553,2019-01-02,2019-01-03,2019-06-07,11,76804,N,N,N
1520198,2019-01-02,2019-01-07,2019-06-08,25,61873,N,N,Y
1520366,2019-01-02,2019-01-02,2019-06-17,38,74176,N,N,Y
1520625,2019-01-02,2019-01-12,2019-06-18,20,42328,N,Y,N
1520629,2019-01-02,2019-01-18,2019-06-12,25,72212,N,N,N
1520659,2019-01-02,2019-01-02,2019-06-17,17,62587,N,N,Y
1520890,2019-01-02,2019-01-03,2019-06-18,38,52317,N,N,Y
1521487,2019-01-02,2019-02-11,2019-06-13,25,83219,N,N,Y
1521599,2019-01-02,2019-01-02,2019-06-17,36,63320,N,N,N
1521612,2019-01-02,2019-01-07,2019-06-08,23,63647,N,N,Y
1522018,2019-01-02,2019-01-11,2019-06-05,16,129394,N,N,Y
1522963,2019-01-03,2019-01-03,2019-06-17,48,35729,N,N,Y
1523235,2019-01-03,2019-01-03,2019-06-17,25,88882,N,N,N
1523549,2019-01-03,2019-01-04,2019-06-17,19,53363,N,N,Y
1523935,2019-01-03,2019-01-03,2019-06-15,30,109485,N,N,Y
1523941,2019-01-03,2019-01-03,2019-06-16,23,56973,N,N,Y
1524321,2019-01-03,2019-01-03,2019-06-17,37,41103,N,N,N
1524414,2019-01-03,2019-01-06,2019-06-18,27,64467,N,N,Y
1524767,2019-01-03,2019-01-10,2019-06-08,6,125638,N,N,Y
1526149,2019-01-03,2019-01-03,2019-06-18,71,29080,N,Y,Y
1526606,2019-01-03,2019-01-03,2019-06-13,32,69205,N,N,Y
1526739,2019-01-03,2019-01-08,2019-06-17,42,67983,N,N,Y
1526965,2019-01-03,2019-01-03,2019-06-15,60,52323,N,N,Y
1527449,2019-01-03,2019-01-06,2019-06-11,31,67850,N,N,Y
1528315,2019-01-03,2019-01-03,2019-06-17,68,45126,N,Y,Y
1529505,2019-01-03,2019-01-03,2019-06-14,13,64985,N,N,Y
1529989,2019-01-04,2019-03-01,2019-06-18,34,26680,N,Y,Y
1531706,2019-01-04,2019-01-14,2019-05-29,28,74794,N,N,N
1534022,2019-01-04,2019-01-04,2019-06-16,42,41211,N,N,N
1534267,2019-01-04,2019-01-04,2019-06-17,45,46854,N,N,N
1534612,2019-01-04,2019-01-04,2019-06-17,17,77820,N,N,Y
1534847,2019-01-04,2019-02-03,2019-06-17,30,57789,N,N,Y
1535504,2019-01-05,2019-01-05,2019-06-18,51,33235,N,Y,Y
1535700,2019-01-05,2019-01-06,2019-06-17,20,95446,N,N,Y
1536250,2019-01-05,2019-01-06,2019-06-17,34,62365,N,N,N
1536448,2019-01-05,2019-01-05,2019-06-12,32,55561,N,N,Y
1536711,2019-01-05,2019-01-05,2019-06-18,51,47621,N,Y,Y
1537059,2019-01-05,2019-01-05,2019-06-18,33,51101,N,Y,Y
1537139,2019-01-05,2019-01-08,2019-06-14,16,73124,N,N,Y
1537419,2019-01-05,2019-01-06,2019-06-06,18,50129,N,N,Y
1537541,2019-01-05,2019-01-05,2019-05-25,6,184983,N,N,Y
1537639,2019-01-05,2019-01-05,2019-06-16,33,63262,N,N,Y
1537983,2019-01-05,2019-01-09,2019-06-12,18,41108,N,N,Y
1537987,2019-01-05,2019-01-25,2019-06-18,31,54663,N,N,Y
1539304,2019-01-05,2019-02-22,2019-06-13,22,54826,N,N,N
1539549,2019-01-05,2019-01-12,2019-06-08,32,68087,N,N,N
1540127,2019-01-06,2019-01-06,2019-06-13,35,59957,N,N,Y
1540834,2019-01-06,2019-01-07,2019-06-18,30,64272,N,N,N
1541822,2019-01-06,2019-01-06,2019-06-01,10,234079,N,N,Y
1543060,2019-01-06,2019-01-11,2019-05-29,29,52048,N,N,Y
1543199,2019-01-06,2019-01-11,2019-06-11,37,86064,N,N,Y
1543565,2019-01-06,2019-01-06,2019-06-17,32,65715,N,N,Y
1543789,2019-01-06,2019-01-06,2019-06-15,43,53342,N,N,N
1543836,2019-01-06,2019-01-06,2019-05-26,17,60935,N,N,Y
1544305,2019-01-06,2019-01-07,2019-06-13,20,51556,N,N,Y
1544614,2019-01-06,2019-01-06,2019-06-18,12,118890,N,N,Y
1544998,2019-01-06,2019-01-06,2019-06-11,45,62756,N,N,Y
1545542,2019-01-06,2019-01-07,2019-06-10,31,55469,N,N,Y
1545681,2019-01-06,2019-01-07,2019-06-10,21,112586,N,N,Y
1545874,2019-01-06,2019-02-06,2019-06-13,23,78742,N,N,Y
1546405,2019-01-07,2019-01-10,2019-06-17,41,58980,N,N,N
1546757,2019-01-07,2019-01-15,2019-06-05,23,56163,N,N,Y
1547245,2019-01-07,2019-01-07,2019-06-02,13,50433,N,N,Y
1547347,2019-01-07,2019-01-07,2019-06-06,33,60432,N,N,Y
1547462,2019-01-07,2019-01-07,2019-06-14,19,43049,N,N,Y
1547508,2019-01-07,2019-01-09,2019-06-17,18,59846,N,N,Y
1548373,2019-01-07,2019-01-09,2019-06-18,28,62999,N,N,Y
1548486,2019-01-07,2019-01-07,2019-06-10,66,49237,N,Y,Y
1549552,2019-01-07,2019-01-21,2019-06-05,16,52468,N,N,N
1549914,2019-01-07,2019-01-07,2019-06-17,26,63508,N,N,Y
1550005,2019-01-07,2019-01-15,2019-06-09,28,85739,N,N,N
1550424,2019-01-07,2019-01-10,2019-06-16,21,55002,N,N,Y
1550707,2019-01-07,2019-01-09,2019-06-16,46,43996,N,N,Y
1550740,2019-01-07,2019-01-08,2019-06-16,51,34240,N,N,Y
1551482,2019-01-08,2019-01-08,2019-06-17,29,101367,N,N,Y
1552552,2019-01-08,2019-01-08,2019-06-18,32,65731,N,N,Y
1552703,2019-01-08,2019-02-10,2019-06-03,26,46523,N,N,Y
1552807,2019-01-08,2019-01-08,2019-06-14,35,69033,N,N,Y
1552931,2019-01-08,2019-01-09,2019-06-17,43,69201,N,N,Y
1552956,2019-01-08,2019-01-08,2019-05-27,17,108309,N,N,Y
1553593,2019-01-08,2019-02-23,2019-06-07,27,59885,N,N,N
1554225,2019-01-08,2019-01-08,2019-06-16,34,42269,N,N,N
1554243,2019-01-08,2019-03-10,2019-06-16,23,62567,N,N,N
1554673,2019-01-08,2019-01-08,2019-06-04,18,117054,N,N,N
1554754,2019-01-08,2019-01-08,2019-06-16,34,56704,N,N,Y
1554904,2019-01-08,2019-01-08,2019-06-13,43,58333,N,N,N
1555934,2019-01-08,2019-01-08,2019-06-16,33,59495,N,N,Y
1556176,2019-01-08,2019-01-08,2019-06-17,19,90227,N,N,N
1556343,2019-01-08,2019-01-09,2019-06-15,30,59425,N,N,Y
1556542,2019-01-08,2019-02-03,2019-06-11,32,63438,N,N,Y
1556814,2019-01-09,2019-01-09,2019-05-29,9,71927,N,N,Y
1557645,2019-01-09,2019-01-11,2019-05-28,6,110855,N,N,Y
1558678,2019-01-09,2019-01-09,2019-06-08,33,84982,N,N,N
1559412,2019-01-09,2019-01-09,2019-06-18,43,60444,N,N,Y
1559620,2019-01-09,2019-01-18,2019-06-06,29,55707,N,Y,Y
1559716,2019-01-09,2019-01-09,2019-05-27,74,25365,N,N,Y
1559897,2019-01-09,2019-01-09,2019-06-18,31,41834,N,N,N
1560219,2019-01-09,2019-01-09,2019-06-01,12,110951,N,N,Y
1560514,2019-01-09,2019-01-09,2019-06-18,25,67521,N,N,Y
1561230,2019-01-09,2019-01-09,2019-06-16,69,43356,N,N,Y
1561582,2019-01-09,2019-01-09,2019-05-25,14,42920,N,N,N
1561999,2019-01-09,2019-01-10,2019-06-18,36,30640,N,Y,N
1562278,2019-01-10,2019-01-12,2019-06-08,29,75888,N,N,Y
1562867,2019-01-10,2019-01-18,2019-06-11,25,63372,N,N,N
1563899,2019-01-10,2019-01-11,2019-06-08,27,58690,N,N,Y
1563998,2019-01-10,2019-01-18,2019-06-18,18,83294,N,N,Y
1564710,2019-01-10,2019-01-10,2019-06-14,27,56559,N,N,Y
1565288,2019-01-10,2019-01-10,2019-06-18,26,57302,N,N,Y
1565780,2019-01-10,2019-03-26,2019-06-13,16,50302,N,N,N
1566066,2019-01-10,2019-01-10,2019-06-18,35,78290,N,N,Y
1566280,2019-01-10,2019-01-26,2019-06-16,14,74998,N,N,N
1566294,2019-01-10,2019-01-13,2019-06-11,34,78617,N,N,Y
1566391,2019-01-10,2019-01-22,2019-06-18,39,65123,N,N,Y
1566516,2019-01-10,2019-01-11,2019-06-16,28,51866,N,N,Y
1567168,2019-01-10,2019-01-10,2019-06-18,66,47235,N,N,Y
1567405,2019-01-10,2019-01-10,2019-06-14,11,60125,N,N,N
1567926,2019-01-10,2019-01-10,2019-06-17,38,57399,N,N,Y
1568007,2019-01-10,2019-01-10,2019-06-17,21,66144,N,N,Y
1568151,2019-01-10,2019-01-16,2019-06-17,29,54380,N,N,Y
1568168,2019-01-10,2019-01-10,2019-06-12,52,34946,N,Y,Y
1568257,2019-01-10,2019-01-10,2019-06-16,34,62471,N,N,Y
1568299,2019-01-10,2019-01-10,2019-05-30,18,74849,N,N,N
1568949,2019-01-10,2019-01-10,2019-06-03,14,67356,N,N,Y
1569790,2019-01-11,2019-01-12,2019-06-18,34,51292,N,N,N
1569935,2019-01-11,2019-01-11,2019-05-26,18,85857,N,N,Y
1570510,2019-01-11,2019-01-11,2019-06-15,26,89920,N,N,Y
1570556,2019-01-11,2019-01-11,2019-06-16,45,57914,N,N,Y
1570575,2019-01-11,2019-01-11,2019-06-16,29,69533,N,N,Y
1571260,2019-01-11,2019-01-11,2019-06-03,15,125183,N,N,Y
1571892,2019-01-11,2019-02-26,2019-06-14,15,62113,N,N,Y
1572330,2019-01-11,2019-01-12,2019-06-16,26,98310,N,N,Y
1573107,2019-01-11,2019-01-18,2019-06-13,22,100641,N,N,N
1573234,2019-01-11,2019-01-11,2019-06-14,25,151910,N,N,Y
1574072,2019-01-11,2019-01-11,2019-06-13,25,64387,N,N,Y
1574597,2019-01-11,2019-01-22,2019-06-02,20,48944,N,N,N
1574605,2019-01-11,2019-01-19,2019-06-16,57,43664,N,Y,Y
1575154,2019-01-11,2019-01-13,2019-05-23,21,69332,N,N,Y
1575874,2019-01-11,2019-01-11,2019-06-14,35,62291,N,N,Y
1576621,2019-01-11,2019-01-22,2019-06-18,16,66854,N,N,Y
1576736,2019-01-11,2019-02-21,2019-06-18,24,56263,N,N,Y
1577417,2019-01-12,2019-01-12,2019-06-15,51,69400,N,N,N
1577933,2019-01-12,2019-01-12,2019-06-18,18,85094,N,N,Y
1577949,2019-01-12,2019-01-17,2019-06-12,31,83368,N,N,Y
1578135,2019-01-12,2019-01-12,2019-06-17,30,64735,N,N,N
1578834,2019-01-12,2019-01-12,2019-06-12,20,110288,N,N,Y
1580054,2019-01-12,2019-01-12,2019-06-06,19,69762,N,N,Y
1580408,2019-01-12,2019-01-15,2019-06-17,27,61654,N,N,Y
1580616,2019-01-12,2019-01-12,2019-06-18,33,60582,N,N,Y
1580851,2019-01-12,2019-01-13,2019-06-13,44,41888,N,N,Y
1581856,2019-01-12,2019-01-12,2019-06-17,85,32399,N,Y,Y
1581990,2019-01-12,2019-01-13,2019-06-15,32,47455,N,Y,N
1582063,2019-01-12,2019-01-15,2019-06-14,24,61775,N,N,Y
1582232,2019-01-12,2019-01-12,2019-06-12,26,115053,N,N,Y
1582488,2019-01-12,2019-01-15,2019-06-16,17,83359,N,N,Y
1583699,2019-01-12,2019-01-15,2019-06-16,47,36697,N,Y,Y
1584025,2019-01-12,2019-01-12,2019-06-16,44,53705,N,N,Y
1584349,2019-01-12,2019-01-12,2019-06-13,39,59370,N,N,Y
1584395,2019-01-12,2019-01-12,2019-06-08,26,99232,N,N,Y
1584530,2019-01-12,2019-01-12,2019-06-14,40,61266,N,N,N
1585460,2019-01-12,2019-01-12,2019-06-10,43,56295,N,N,Y
1585657,2019-01-12,2019-01-16,2019-06-15,21,132281,N,N,Y
1585938,2019-01-12,2019-01-15,2019-06-13,21,77711,N,N,Y
1586807,2019-01-12,2019-01-24,2019-06-07,16,106728,N,N,N
1586892,2019-01-12,2019-01-12,2019-06-06,30,64500,N,N,N
1587106,2019-01-12,2019-01-12,2019-06-18,107,42738,N,Y,Y
1587339,2019-01-12,2019-01-12,2019-06-18,37,88489,N,N,Y
1587423,2019-01-12,2019-01-15,2019-06-18,49,50900,N,N,Y
1587499,2019-01-12,2019-01-12,2019-06-15,30,70666,N,N,N
1587983,2019-01-12,2019-01-13,2019-06-18,30,65969,N,N,Y
1587985,2019-01-12,2019-01-13,2019-06-16,39,41172,N,Y,N
1589313,2019-01-13,2019-01-13,2019-06-18,39,58684,N,N,Y
1590216,2019-01-13,2019-01-13,2019-06-13,34,43524,N,N,Y
1590667,2019-01-13,2019-01-13,2019-06-16,20,96351,N,N,N
1591116,2019-01-13,2019-01-13,2019-06-16,45,53212,N,N,Y
1591810,2019-01-13,2019-01-13,2019-06-16,41,70393,N,N,N
1591886,2019-01-13,2019-01-18,2019-06-13,36,44966,N,N,Y
1592424,2019-01-13,2019-01-13,2019-06-16,25,53362,N,N,Y
1592515,2019-01-13,2019-01-13,2019-06-17,77,51975,N,N,N
1592864,2019-01-13,2019-01-13,2019-06-18,10,78612,N,N,Y
1592906,2019-01-13,2019-01-14,2019-05-29,18,83801,N,N,Y
1593530,2019-01-13,2019-01-13,2019-06-17,32,79971,N,N,Y
1593755,2019-01-13,2019-01-14,2019-06-16,26,51302,N,N,N
1594013,2019-01-13,2019-01-13,2019-06-16,49,50622,N,N,Y
1594108,2019-01-13,2019-01-13,2019-06-10,31,67268,N,N,N
1594201,2019-01-13,2019-01-13,2019-06-18,29,50044,N,N,N
1594399,2019-01-13,2019-01-13,2019-06-13,22,98115,N,N,N
1595119,2019-01-13,2019-01-13,2019-06-16,38,44436,N,Y,N
1595177,2019-01-13,2019-01-14,2019-06-18,30,48698,N,N,N
1595334,2019-01-13,2019-01-15,2019-06-18,16,115425,N,N,Y
1595568,2019-01-13,2019-01-13,2019-06-13,41,37944,N,N,Y
1595792,2019-01-13,2019-01-15,2019-06-09,27,48532,N,N,Y
1596572,2019-01-13,2019-01-13,2019-06-16,47,64446,N,N,Y
1597339,2019-01-13,2019-01-14,2019-06-16,48,31571,N,N,Y
1597400,2019-01-13,2019-01-24,2019-06-07,8,76678,N,N,Y
1597797,2019-01-13,2019-01-16,2019-06-13,21,63763,N,N,N
1598009,2019-01-13,2019-03-13,2019-06-17,41,46184,N,Y,N
1598428,2019-01-13,2019-03-18,2019-06-18,26,58217,N,N,N
1600015,2019-01-13,2019-01-16,2019-06-17,50,58000,N,N,Y
1600123,2019-01-13,2019-01-14,2019-06-18,25,62436,N,N,N
1600236,2019-01-13,2019-01-13,2019-06-12,18,65167,N,N,N
1600286,2019-01-13,2019-01-14,2019-06-18,58,57646,N,N,Y
1600352,2019-01-13,2019-04-13,2019-06-11,13,72337,N,N,Y
1600357,2019-01-13,2019-01-15,2019-06-04,20,63779,N,N,Y
1600430,2019-01-13,2019-01-14,2019-06-18,54,71559,N,N,Y
1601093,2019-01-14,2019-01-14,2019-06-04,14,87094,N,N,Y
1601221,2019-01-14,2019-01-14,2019-05-30,38,80305,N,N,Y
1601299,2019-01-14,2019-01-14,2019-06-16,11,66734,N,N,Y
1601316,2019-01-14,2019-01-17,2019-06-14,31,59049,N,N,N
1601363,2019-01-14,2019-01-18,2019-06-16,46,52133,N,N,Y
1602070,2019-01-14,2019-01-15,2019-06-18,31,59360,N,N,Y
1602297,2019-01-14,2019-01-15,2019-05-30,40,68654,N,N,N
1602590,2019-01-14,2019-01-17,2019-06-01,12,113762,N,N,N
1602646,2019-01-14,2019-01-14,2019-06-12,31,66725,N,N,Y
1602834,2019-01-14,2019-02-28,2019-06-15,16,126028,N,N,Y
1603476,2019-01-14,2019-01-14,2019-06-17,24,55826,N,N,Y
1603517,2019-01-14,2019-03-01,2019-06-17,38,39599,N,Y,Y
1603592,2019-01-14,2019-01-14,2019-06-17,21,50445,N,N,Y
1603891,2019-01-14,2019-01-14,2019-06-14,25,89458,N,N,Y
1603963,2019-01-14,2019-01-15,2019-06-17,35,44925,N,Y,Y
1604020,2019-01-14,2019-01-14,2019-06-13,27,103547,N,N,Y
1605766,2019-01-14,2019-01-14,2019-06-12,20,131721,N,N,Y
1605870,2019-01-14,2019-01-14,2019-06-17,18,130291,N,N,Y
1605877,2019-01-14,2019-01-15,2019-06-15,14,120976,N,N,Y
1606364,2019-01-14,2019-01-14,2019-06-06,30,61775,N,N,Y
1606686,2019-01-14,2019-01-16,2019-06-10,12,89408,N,N,Y
1606743,2019-01-14,2019-01-14,2019-06-15,77,26299,N,Y,N
1606917,2019-01-14,2019-01-14,2019-05-28,6,110572,N,N,Y
1607126,2019-01-14,2019-01-16,2019-06-04,44,54506,N,N,N
1607237,2019-01-14,2019-03-28,2019-06-13,15,41109,N,N,N
1607935,2019-01-14,2019-01-15,2019-05-31,12,52977,N,N,Y
1608746,2019-01-14,2019-01-14,2019-06-13,55,53219,N,Y,Y
1609758,2019-01-14,2019-01-15,2019-06-16,52,60105,N,N,N
1610274,2019-01-14,2019-01-17,2019-06-13,15,102560,N,N,Y
1611057,2019-01-14,2019-01-17,2019-06-16,20,94238,N,N,Y
1611400,2019-01-14,2019-01-16,2019-06-09,21,62889,N,N,Y
1611450,2019-01-14,2019-01-15,2019-06-18,60,65466,N,N,Y
1611498,2019-01-14,2019-01-14,2019-06-17,18,41785,N,Y,Y
1611776,2019-01-14,2019-01-14,2019-06-13,23,75535,N,N,N
1611838,2019-01-14,2019-01-16,2019-06-17,19,97047,N,N,Y
1612074,2019-01-14,2019-01-15,2019-06-14,41,28473,N,Y,Y
1612227,2019-01-14,2019-01-14,2019-06-11,15,70071,N,N,Y
1612347,2019-01-14,2019-01-17,2019-06-13,25,87801,N,N,Y
1612348,2019-01-14,2019-02-12,2019-06-18,12,78213,N,N,Y
1612546,2019-01-14,2019-01-15,2019-06-15,24,71808,N,N,N
1612713,2019-01-14,2019-01-15,2019-06-15,45,61899,N,N,N
1612754,2019-01-14,2019-01-15,2019-06-12,33,29508,N,Y,Y
1613108,2019-01-14,2019-01-24,2019-06-17,35,57941,N,N,N
1613601,2019-01-15,2019-01-29,2019-06-15,17,81696,N,N,Y
1613656,2019-01-15,2019-01-15,2019-06-18,46,33339,N,Y,Y
1615368,2019-01-15,2019-01-15,2019-06-09,8,149189,N,N,N
1615903,2019-01-15,2019-01-21,2019-05-24,21,73166,N,N,Y
1616018,2019-01-15,2019-01-16,2019-06-18,23,64014,N,N,Y
1616333,2019-01-15,2019-01-15,2019-06-15,19,147991,N,N,Y
1617299,2019-01-15,2019-01-15,2019-06-14,12,113487,N,N,N
1617407,2019-01-15,2019-01-16,2019-06-12,25,71457,N,N,N
1617898,2019-01-15,2019-01-29,2019-06-12,14,83404,N,N,N
1618180,2019-01-15,2019-01-22,2019-06-15,22,63996,N,N,Y
1618270,2019-01-15,2019-01-15,2019-05-30,15,58337,N,N,Y
1618405,2019-01-15,2019-01-15,2019-06-17,24,112720,N,N,Y
1618634,2019-01-15,2019-01-16,2019-06-17,35,89407,N,N,N
1619170,2019-01-15,2019-01-15,2019-06-09,22,58544,N,N,Y
1619373,2019-01-15,2019-01-15,2019-06-14,18,86448,N,N,N
1619524,2019-01-15,2019-01-16,2019-06-16,29,40737,N,Y,N
1619792,2019-01-15,2019-01-16,2019-06-18,25,57878,N,N,Y
1620296,2019-01-15,2019-01-15,2019-06-16,13,107331,N,N,Y
1620531,2019-01-15,2019-01-15,2019-06-13,22,70902,N,N,Y
1620532,2019-01-15,2019-01-21,2019-06-15,12,95314,N,N,Y
1620807,2019-01-15,2019-04-02,2019-06-15,27,34376,N,Y,N
1620971,2019-01-15,2019-01-15,2019-06-06,12,92614,N,N,N
1621257,2019-01-15,2019-01-18,2019-06-11,38,58833,N,N,Y
1621267,2019-01-15,2019-01-16,2019-06-13,37,62556,N,N,N
1621294,2019-01-15,2019-01-15,2019-06-17,22,76746,N,N,Y
1621334,2019-01-15,2019-01-15,2019-06-07,33,53529,N,N,Y
1621695,2019-01-15,2019-01-15,2019-06-13,8,136018,N,N,Y
1621748,2019-01-15,2019-01-16,2019-06-13,11,43031,N,N,Y
1622329,2019-01-15,2019-01-17,2019-06-15,17,95862,N,N,Y
1622712,2019-01-15,2019-01-15,2019-06-16,35,69322,N,N,Y
1622775,2019-01-15,2019-01-16,2019-06-18,73,46927,N,N,Y
1622802,2019-01-15,2019-01-16,2019-06-18,49,42015,N,N,Y
1623444,2019-01-15,2019-01-22,2019-06-18,41,51854,N,N,Y
1623726,2019-01-15,2019-01-16,2019-06-15,26,64569,N,N,N
1625580,2019-01-15,2019-01-15,2019-06-12,21,75263,N,N,N
1626341,2019-01-16,2019-01-16,2019-06-18,32,45189,N,N,N
1626558,2019-01-16,2019-01-16,2019-06-18,21,83944,N,N,Y
